EPCI_Siren,aldo_biomass_category,biomass_carbon_content
243800604,prairies zones arborées,57
243800745,prairies zones arborées,57
243800778,prairies zones arborées,57
243800844,prairies zones arborées,57
243800935,prairies zones arborées,57
243800984,prairies zones arborées,57
243801024,prairies zones arborées,57
243801073,prairies zones arborées,57
243801255,prairies zones arborées,57
243900354,prairies zones arborées,48
243900412,prairies zones arborées,48
243900420,prairies zones arborées,48
243900479,prairies zones arborées,48
243900560,prairies zones arborées,48
243900610,prairies zones arborées,48
243900719,prairies zones arborées,48
243901071,prairies zones arborées,48
243901089,prairies zones arborées,48
244000543,prairies zones arborées,31
244000659,prairies zones arborées,31
244000675,prairies zones arborées,31
244000691,prairies zones arborées,31
244000766,prairies zones arborées,31
244000774,prairies zones arborées,31
244000808,prairies zones arborées,31
244000824,prairies zones arborées,31
244000857,prairies zones arborées,31
244000865,prairies zones arborées,31
244000873,prairies zones arborées,31
244000881,prairies zones arborées,31
244100293,prairies zones arborées,48
244100780,prairies zones arborées,48
244100798,prairies zones arborées,48
244100806,prairies zones arborées,48
244200614,prairies zones arborées,57
244200622,prairies zones arborées,57
244200630,prairies zones arborées,57
244200770,prairies zones arborées,57
244200820,prairies zones arborées,57
244200895,prairies zones arborées,57
244300307,prairies zones arborées,57
244301016,prairies zones arborées,57
244301032,prairies zones arborées,57
244301099,prairies zones arborées,57
244301107,prairies zones arborées,57
244301123,prairies zones arborées,57
244301131,prairies zones arborées,57
244400404,prairies zones arborées,48
244400438,prairies zones arborées,48
244400453,prairies zones arborées,48
244400503,prairies zones arborées,48
244400537,prairies zones arborées,48
244400552,prairies zones arborées,48
244400586,prairies zones arborées,48
244400610,prairies zones arborées,48
244400644,prairies zones arborées,48
244500203,prairies zones arborées,48
244500211,prairies zones arborées,48
244500419,prairies zones arborées,48
244500427,prairies zones arborées,48
244500468,prairies zones arborées,48
244500484,prairies zones arborées,48
244500542,prairies zones arborées,48
244600433,prairies zones arborées,44
244600482,prairies zones arborées,44
244600532,prairies zones arborées,44
244600573,prairies zones arborées,44
244700449,prairies zones arborées,31
244700464,prairies zones arborées,31
244701355,prairies zones arborées,31
244701405,prairies zones arborées,31
244800405,prairies zones arborées,44
244800470,prairies zones arborées,44
244900015,prairies zones arborées,48
244900809,prairies zones arborées,48
244900882,prairies zones arborées,48
245100615,prairies zones arborées,48
245100888,prairies zones arborées,48
245100979,prairies zones arborées,48
245200597,prairies zones arborées,48
245300223,prairies zones arborées,48
245300306,prairies zones arborées,48
245300330,prairies zones arborées,48
245300355,prairies zones arborées,48
245300389,prairies zones arborées,48
245300447,prairies zones arborées,48
245400171,prairies zones arborées,48
245400189,prairies zones arborées,48
245400262,prairies zones arborées,48
245400510,prairies zones arborées,48
245400601,prairies zones arborées,48
245400676,prairies zones arborées,48
245400759,prairies zones arborées,48
245500327,prairies zones arborées,48
245501176,prairies zones arborées,48
245501184,prairies zones arborées,48
245501242,prairies zones arborées,48
245501259,prairies zones arborées,48
245600440,prairies zones arborées,48
245600465,prairies zones arborées,48
245614383,prairies zones arborées,48
245614417,prairies zones arborées,48
245614433,prairies zones arborées,48
245700133,prairies zones arborées,48
245700372,prairies zones arborées,48
245700398,prairies zones arborées,48
245700695,prairies zones arborées,48
245700950,prairies zones arborées,48
245701164,prairies zones arborées,48
245701206,prairies zones arborées,48
245701222,prairies zones arborées,48
245701271,prairies zones arborées,48
245701354,prairies zones arborées,48
245701362,prairies zones arborées,48
245701404,prairies zones arborées,48
245801063,prairies zones arborées,48
245804406,prairies zones arborées,48
245804497,prairies zones arborées,48
245900410,prairies zones arborées,48
245900428,prairies zones arborées,48
245900758,prairies zones arborées,48
245901038,prairies zones arborées,48
245901061,prairies zones arborées,48
245901152,prairies zones arborées,48
245901160,prairies zones arborées,48
246000129,prairies zones arborées,48
246000376,prairies zones arborées,48
246000566,prairies zones arborées,48
246000582,prairies zones arborées,48
246000707,prairies zones arborées,48
246000749,prairies zones arborées,48
246000756,prairies zones arborées,48
246000764,prairies zones arborées,48
246000772,prairies zones arborées,48
246000848,prairies zones arborées,48
246000855,prairies zones arborées,48
246000871,prairies zones arborées,48
246000897,prairies zones arborées,48
246000913,prairies zones arborées,48
246000921,prairies zones arborées,48
246100390,prairies zones arborées,48
246100663,prairies zones arborées,48
246200299,prairies zones arborées,48
246200364,prairies zones arborées,48
246200380,prairies zones arborées,48
246200729,prairies zones arborées,48
246200844,prairies zones arborées,48
246201016,prairies zones arborées,48
246201149,prairies zones arborées,48
246300701,prairies zones arborées,57
246300966,prairies zones arborées,57
246301097,prairies zones arborées,57
246400337,prairies zones arborées,31
246401756,prairies zones arborées,31
246500482,prairies zones arborées,44
246500573,prairies zones arborées,44
246600282,prairies zones arborées,44
246600373,prairies zones arborées,44
246600399,prairies zones arborées,44
246600415,prairies zones arborées,44
246600423,prairies zones arborées,44
246600449,prairies zones arborées,44
246600464,prairies zones arborées,44
246600548,prairies zones arborées,44
246700306,prairies zones arborées,48
246700488,prairies zones arborées,48
246700744,prairies zones arborées,48
246700777,prairies zones arborées,48
246700843,prairies zones arborées,48
246700926,prairies zones arborées,48
246700959,prairies zones arborées,48
246700967,prairies zones arborées,48
246701064,prairies zones arborées,48
246701080,prairies zones arborées,48
246701098,prairies zones arborées,48
246800205,prairies zones arborées,48
246800395,prairies zones arborées,48
246800445,prairies zones arborées,48
246800494,prairies zones arborées,48
246800551,prairies zones arborées,48
246800569,prairies zones arborées,48
246800577,prairies zones arborées,48
246800585,prairies zones arborées,48
246800676,prairies zones arborées,48
246800726,prairies zones arborées,48
246900575,prairies zones arborées,57
246900625,prairies zones arborées,57
246900633,prairies zones arborées,57
246900724,prairies zones arborées,57
246900740,prairies zones arborées,57
246900757,prairies zones arborées,57
246900765,prairies zones arborées,57
247000011,prairies zones arborées,48
247000367,prairies zones arborées,48
247000623,prairies zones arborées,48
247000664,prairies zones arborées,48
247000698,prairies zones arborées,48
247000706,prairies zones arborées,48
247000714,prairies zones arborées,48
247000722,prairies zones arborées,48
247000755,prairies zones arborées,48
247000821,prairies zones arborées,48
247000854,prairies zones arborées,48
247100290,prairies zones arborées,48
247100589,prairies zones arborées,48
247100639,prairies zones arborées,48
247100647,prairies zones arborées,48
247103765,prairies zones arborées,48
247103864,prairies zones arborées,48
247104094,prairies zones arborées,48
247200090,prairies zones arborées,48
247200132,prairies zones arborées,48
247200348,prairies zones arborées,48
247200421,prairies zones arborées,48
247200447,prairies zones arborées,48
247200629,prairies zones arborées,48
247200686,prairies zones arborées,48
247300015,prairies zones arborées,57
247300254,prairies zones arborées,57
247300262,prairies zones arborées,57
247300361,prairies zones arborées,57
247300452,prairies zones arborées,57
247300528,prairies zones arborées,57
247300668,prairies zones arborées,57
247300676,prairies zones arborées,57
247300817,prairies zones arborées,57
247400047,prairies zones arborées,57
247400112,prairies zones arborées,57
247400567,prairies zones arborées,57
247400583,prairies zones arborées,57
247400617,prairies zones arborées,57
247400666,prairies zones arborées,57
247400682,prairies zones arborées,57
247400690,prairies zones arborées,57
247400724,prairies zones arborées,57
247400740,prairies zones arborées,57
247400773,prairies zones arborées,57
247600497,prairies zones arborées,48
247600505,prairies zones arborées,48
247600539,prairies zones arborées,48
247600588,prairies zones arborées,48
247600596,prairies zones arborées,48
247600604,prairies zones arborées,48
247600620,prairies zones arborées,48
247600646,prairies zones arborées,48
247600729,prairies zones arborées,48
247600786,prairies zones arborées,48
247700024,prairies zones arborées,48
247700032,prairies zones arborées,48
247700057,prairies zones arborées,48
247700065,prairies zones arborées,48
247700107,prairies zones arborées,48
247700339,prairies zones arborées,48
247700438,prairies zones arborées,48
247700594,prairies zones arborées,48
247700644,prairies zones arborées,48
247700701,prairies zones arborées,48
247800550,prairies zones arborées,48
247800584,prairies zones arborées,48
247800618,prairies zones arborées,48
