CODGEO,LIBGEO,EPCI,LIBEPCI,NATURE_EPCI
59127,Capelle,245901038,CC du Pays du Solesmois,CC
59128,Capinghem,245900410,CU de Lille Métropole,CU
59129,Cappelle-en-Pévèle,245900857,CC du Pays de Pévèle,CC
59130,Cappelle-Brouck,245900840,CC de la Colme,CC
59131,Cappelle-la-Grande,245900428,CU de Dunkerque Grand Littoral,CU
59132,Carnières,200030633,CC du Caudrésis et du Catésis,CC
59133,Carnin,245901061,CC de la Haute Deûle,CC
59134,Cartignies,200030609,CC du Cœur de l'Avesnois,CC
59135,Cassel,245901103,CC du Pays de Cassel,CC
59136,Le Cateau-Cambrésis,200030633,CC du Caudrésis et du Catésis,CC
59137,Catillon-sur-Sambre,200030633,CC du Caudrésis et du Catésis,CC
59138,Cattenières,200030633,CC du Caudrésis et du Catésis,CC
59139,Caudry,200030633,CC du Caudrésis et du Catésis,CC
59140,Caullery,200030633,CC du Caudrésis et du Catésis,CC
59141,Cauroir,245900634,CA de Cambrai,CA
59142,Cerfontaine,245901087,CA Maubeuge Val de la Sambre,CA
59143,La Chapelle-d'Armentières,245900410,CU de Lille Métropole,CU
59144,Château-l'Abbaye,245901145,CA de la Porte du Hainaut,CA
59145,Chemy,245900675,CC du Carembault,CC
59146,Chéreng,245900410,CU de Lille Métropole,CU
59147,Choisies,200030609,CC du Cœur de l'Avesnois,CC
59148,Clairfayts,200030609,CC du Cœur de l'Avesnois,CC
59149,Clary,200030633,CC du Caudrésis et du Catésis,CC
59150,Cobrieux,245900857,CC du Pays de Pévèle,CC
59151,Colleret,245901087,CA Maubeuge Val de la Sambre,CA
59152,Comines,245900410,CU de Lille Métropole,CU
59153,Condé-sur-l'Escaut,245901160,CA de Valenciennes Métropole,CA
59154,Coudekerque-Village,245900428,CU de Dunkerque Grand Littoral,CU
59155,Coudekerque-Branche,245900428,CU de Dunkerque Grand Littoral,CU
59156,Courchelettes,245901228,CA du Douaisis,CA
59157,Cousolre,245900980,CC Frontalières du Nord-Est Avesnois,CC
59158,Coutiches,245901210,CC Espace en Pévèle,CC
59159,Craywick,245900428,CU de Dunkerque Grand Littoral,CU
59160,Crespin,245901160,CA de Valenciennes Métropole,CA
59161,Crèvecoeur-sur-l'Escaut,245900725,CC de la Vallée de Vinchy,CC
59162,Crochte,245900170,CC du Canton de Bergues,CC
59163,Croix,245900410,CU de Lille Métropole,CU
59164,Croix-Caluyau,245900782,CC de Mormal et Maroilles,CC
59165,Cuincy,245901228,CA du Douaisis,CA
59166,Curgies,245901160,CA de Valenciennes Métropole,CA
59167,Cuvillers,245900915,CC de l'Ouest Cambrésis,CC
59168,Cysoing,245900857,CC du Pays de Pévèle,CC
59169,Damousies,200030609,CC du Cœur de l'Avesnois,CC
59170,Dechy,245901228,CA du Douaisis,CA
59171,Dehéries,200030633,CC du Caudrésis et du Catésis,CC
59172,Denain,245901145,CA de la Porte du Hainaut,CA
59173,Deûlémont,245900410,CU de Lille Métropole,CU
59174,Dimechaux,200030609,CC du Cœur de l'Avesnois,CC
59175,Dimont,200030609,CC du Cœur de l'Avesnois,CC
59176,Doignies,245900899,CC de l'Enclave,CC
59177,Dompierre-sur-Helpe,200030609,CC du Cœur de l'Avesnois,CC
59178,Douai,245901228,CA du Douaisis,CA
59179,Douchy-les-Mines,245901145,CA de la Porte du Hainaut,CA
59180,Le Doulieu,245900998,CC Rurales des Monts de Flandre,CC
59181,Dourlers,200030609,CC du Cœur de l'Avesnois,CC
59182,Drincham,245900840,CC de la Colme,CC
59183,Dunkerque,245900428,CU de Dunkerque Grand Littoral,CU
59184,Ebblinghem,245901178,CC de l'Houtland,CC
59185,Écaillon,245901152,CC Cœur d'Ostrevent,CC
59186,Eccles,200030609,CC du Cœur de l'Avesnois,CC
59187,Éclaibes,245901020,CC Sambre - Avesnois,CC
59188,Écuélin,245901020,CC Sambre - Avesnois,CC
59189,Eecke,245901236,CC du Pays des Géants,CC
59190,Élesmes,245901087,CA Maubeuge Val de la Sambre,CA
59191,Élincourt,200030633,CC du Caudrésis et du Catésis,CC
59192,Émerchicourt,245901152,CC Cœur d'Ostrevent,CC
59193,Emmerin,245900410,CU de Lille Métropole,CU
59194,Englefontaine,200004653,CC du Quercitain,CC
59195,Englos,245900410,CU de Lille Métropole,CU
59196,Ennetières-en-Weppes,245900410,CU de Lille Métropole,CU
59197,Ennevelin,245900857,CC du Pays de Pévèle,CC
59198,Eppe-Sauvage,245900824,CC Guide du Pays de Trélon,CC
59199,Erchin,245901228,CA du Douaisis,CA
59200,Eringhem,245900170,CC du Canton de Bergues,CC
59201,Erquinghem-le-Sec,245900410,CU de Lille Métropole,CU
59202,Erquinghem-Lys,245900410,CU de Lille Métropole,CU
59203,Erre,245901152,CC Cœur d'Ostrevent,CC
59204,Escarmain,245901038,CC du Pays du Solesmois,CC
59205,Escaudain,245901145,CA de la Porte du Hainaut,CA
59206,Escaudoeuvres,245900634,CA de Cambrai,CA
59207,Escautpont,245901145,CA de la Porte du Hainaut,CA
59208,Escobecques,245900410,CU de Lille Métropole,CU
59209,Esnes,245900634,CA de Cambrai,CA
59210,Esquelbecq,245901111,CC de l'Yser,CC
59211,Esquerchin,245901228,CA du Douaisis,CA
59212,Estaires,245900758,CC Flandre Lys,CC
59213,Estourmel,200030633,CC du Caudrésis et du Catésis,CC
59214,Estrées,245901228,CA du Douaisis,CA
59215,Estreux,245901160,CA de Valenciennes Métropole,CA
59216,Eswars,245900907,CC de Sensescaut,CC
59217,Eth,200004653,CC du Quercitain,CC
59218,Étroeungt,200030609,CC du Cœur de l'Avesnois,CC
59219,Estrun,245900907,CC de Sensescaut,CC
59220,Faches-Thumesnil,245900410,CU de Lille Métropole,CU
59221,Famars,245901160,CA de Valenciennes Métropole,CA
59222,Faumont,245901228,CA du Douaisis,CA
59223,Le Favril,245900782,CC de Mormal et Maroilles,CC
59224,Féchain,245901228,CA du Douaisis,CA
59225,Feignies,245901087,CA Maubeuge Val de la Sambre,CA
59226,Felleries,200030609,CC du Cœur de l'Avesnois,CC
59227,Fenain,245901152,CC Cœur d'Ostrevent,CC
59228,Férin,245901228,CA du Douaisis,CA
59229,Féron,245900683,CC Action Fourmies et Environs,CC
59230,Ferrière-la-Grande,245901087,CA Maubeuge Val de la Sambre,CA
59231,Ferrière-la-Petite,245901087,CA Maubeuge Val de la Sambre,CA
59232,La Flamengrie,245900964,CC du Bavaisis,CC
59233,Flaumont-Waudrechies,200030609,CC du Cœur de l'Avesnois,CC
59234,Flers-en-Escrebieux,245901228,CA du Douaisis,CA
59236,Flesquières,245900634,CA de Cambrai,CA
59237,Flêtre,245900998,CC Rurales des Monts de Flandre,CC
59238,Flines-lès-Mortagne,245901145,CA de la Porte du Hainaut,CA
59239,Flines-lez-Raches,245901228,CA du Douaisis,CA
59240,Floursies,200030609,CC du Cœur de l'Avesnois,CC
59241,Floyon,200030609,CC du Cœur de l'Avesnois,CC
59242,Fontaine-au-Bois,245900782,CC de Mormal et Maroilles,CC
59243,Fontaine-au-Pire,200030633,CC du Caudrésis et du Catésis,CC
59244,Fontaine-Notre-Dame,245900634,CA de Cambrai,CA
59246,Forest-en-Cambrésis,245900782,CC de Mormal et Maroilles,CC
59247,Forest-sur-Marque,245900410,CU de Lille Métropole,CU
59249,Fourmies,245900683,CC Action Fourmies et Environs,CC
59250,Fournes-en-Weppes,245900410,CU de Lille Métropole,CU
59251,Frasnoy,200004653,CC du Quercitain,CC
59252,Frelinghien,245900410,CU de Lille Métropole,CU
59253,Fresnes-sur-Escaut,245901160,CA de Valenciennes Métropole,CA
59254,Fressain,245901228,CA du Douaisis,CA
59255,Fressies,245900915,CC de l'Ouest Cambrésis,CC
59256,Fretin,245900410,CU de Lille Métropole,CU
59257,Fromelles,245900816,CC des Weppes,CC
59258,Genech,245900857,CC du Pays de Pévèle,CC
59259,Ghissignies,200004653,CC du Quercitain,CC
59260,Ghyvelde,245901004,CC de Flandre,CC
59261,Glageon,245900824,CC Guide du Pays de Trélon,CC
59262,Godewaersvelde,245900667,CC Monts de Flandre - Plaine de la Lys,CC
59263,Goeulzin,245901228,CA du Douaisis,CA
59264,Gognies-Chaussée,245900956,CC du Nord Maubeuge,CC
59265,Gommegnies,200004653,CC du Quercitain,CC
59266,Gondecourt,245900675,CC du Carembault,CC
59267,Gonnelieu,245900741,CC de la Vacquerie,CC
59268,La Gorgue,245900758,CC Flandre Lys,CC
59269,Gouzeaucourt,245900741,CC de la Vacquerie,CC
59270,Grand-Fayt,200030609,CC du Cœur de l'Avesnois,CC
59271,Grande-Synthe,245900428,CU de Dunkerque Grand Littoral,CU
59272,Grand-Fort-Philippe,245900428,CU de Dunkerque Grand Littoral,CU
59273,Gravelines,245900428,CU de Dunkerque Grand Littoral,CU
59274,La Groise,200030633,CC du Caudrésis et du Catésis,CC
59275,Gruson,245900410,CU de Lille Métropole,CU
59276,Guesnain,245901228,CA du Douaisis,CA
59277,Gussignies,245900964,CC du Bavaisis,CC
59278,Hallennes-lez-Haubourdin,245900410,CU de Lille Métropole,CU
59279,Halluin,245900410,CU de Lille Métropole,CU
59280,Hamel,245901228,CA du Douaisis,CA
59281,Hantay,245900410,CU de Lille Métropole,CU
59282,Hardifort,245901103,CC du Pays de Cassel,CC
59283,Hargnies,245900964,CC du Bavaisis,CC
59284,Hasnon,245901145,CA de la Porte du Hainaut,CA
59285,Haspres,245901145,CA de la Porte du Hainaut,CA
59286,Haubourdin,245900410,CU de Lille Métropole,CU
59287,Haucourt-en-Cambrésis,200030633,CC du Caudrésis et du Catésis,CC
59288,Haulchin,245901145,CA de la Porte du Hainaut,CA
59289,Haussy,245901038,CC du Pays du Solesmois,CC
59290,Haut-Lieu,200030609,CC du Cœur de l'Avesnois,CC
59291,Hautmont,245901020,CC Sambre - Avesnois,CC
59292,Haveluy,245901145,CA de la Porte du Hainaut,CA
59293,Haverskerque,245900758,CC Flandre Lys,CC
59294,Haynecourt,245900915,CC de l'Ouest Cambrésis,CC
59295,Hazebrouck,ZZZZZZZZZ,nd,nd
59296,Hecq,200004653,CC du Quercitain,CC
59297,Hélesmes,245901145,CA de la Porte du Hainaut,CA
59299,Hem,245900410,CU de Lille Métropole,CU
59300,Hem-Lenglet,245900915,CC de l'Ouest Cambrésis,CC
59301,Hergnies,245901160,CA de Valenciennes Métropole,CA
59302,Hérin,245901145,CA de la Porte du Hainaut,CA
59303,Herlies,245900410,CU de Lille Métropole,CU
59304,Herrin,245900675,CC du Carembault,CC
59305,Herzeele,245901111,CC de l'Yser,CC
59306,Hestrud,200030609,CC du Cœur de l'Avesnois,CC
59307,Holque,245900840,CC de la Colme,CC
59308,Hondeghem,245901178,CC de l'Houtland,CC
59309,Hondschoote,245901004,CC de Flandre,CC
59310,Hon-Hergies,245900964,CC du Bavaisis,CC
59311,Honnechy,200030633,CC du Caudrésis et du Catésis,CC
59312,Honnecourt-sur-Escaut,245900733,CC des Hauts du Cambrésis,CC
59313,Hordain,245901145,CA de la Porte du Hainaut,CA
59314,Hornaing,245901152,CC Cœur d'Ostrevent,CC
59315,Houdain-lez-Bavay,245900964,CC du Bavaisis,CC
59316,Houplin-Ancoisne,245900410,CU de Lille Métropole,CU
59317,Houplines,245900410,CU de Lille Métropole,CU
59318,Houtkerque,245901236,CC du Pays des Géants,CC
59319,Hoymille,245900170,CC du Canton de Bergues,CC
59320,Illies,245900410,CU de Lille Métropole,CU
59321,Inchy,200030633,CC du Caudrésis et du Catésis,CC
59322,Iwuy,245900634,CA de Cambrai,CA
59323,Jenlain,200004653,CC du Quercitain,CC
59324,Jeumont,245901087,CA Maubeuge Val de la Sambre,CA
59325,Jolimetz,200004653,CC du Quercitain,CC
59326,Killem,245901004,CC de Flandre,CC
59327,Lallaing,245901228,CA du Douaisis,CA
59328,Lambersart,245900410,CU de Lille Métropole,CU
59329,Lambres-lez-Douai,245901228,CA du Douaisis,CA
59330,Landas,245901210,CC Espace en Pévèle,CC
59331,Landrecies,245900782,CC de Mormal et Maroilles,CC
59332,Lannoy,245900410,CU de Lille Métropole,CU
59333,Larouillies,200030609,CC du Cœur de l'Avesnois,CC
59334,Lauwin-Planque,245901228,CA du Douaisis,CA
59335,Lecelles,245900808,CC Rurales de la Vallée de la Scarpe,CC
59336,Lécluse,245901228,CA du Douaisis,CA
59337,Lederzeele,245901111,CC de l'Yser,CC
59338,Ledringhem,245901111,CC de l'Yser,CC
59339,Leers,245900410,CU de Lille Métropole,CU
59340,Leffrinckoucke,245900428,CU de Dunkerque Grand Littoral,CU
59341,Lesdain,245900725,CC de la Vallée de Vinchy,CC
59342,Lez-Fontaine,200030609,CC du Cœur de l'Avesnois,CC
59343,Lesquin,245900410,CU de Lille Métropole,CU
59344,Leval,245901087,CA Maubeuge Val de la Sambre,CA
59345,Lewarde,245901152,CC Cœur d'Ostrevent,CC
59346,Lezennes,245900410,CU de Lille Métropole,CU
59347,Liessies,200030609,CC du Cœur de l'Avesnois,CC
59348,Lieu-Saint-Amand,245901145,CA de la Porte du Hainaut,CA
59349,Ligny-en-Cambrésis,200030633,CC du Caudrésis et du Catésis,CC
59350,Lille,245900410,CU de Lille Métropole,CU
59351,Limont-Fontaine,245901020,CC Sambre - Avesnois,CC
59352,Linselles,245900410,CU de Lille Métropole,CU
59353,Locquignol,245900782,CC de Mormal et Maroilles,CC
59354,Loffre,245901152,CC Cœur d'Ostrevent,CC
59356,Lompret,245900410,CU de Lille Métropole,CU
59357,La Longueville,245900964,CC du Bavaisis,CC
59358,Looberghe,245900840,CC de la Colme,CC
59359,Loon-Plage,245900428,CU de Dunkerque Grand Littoral,CU
59360,Loos,245900410,CU de Lille Métropole,CU
59361,Lourches,245901145,CA de la Porte du Hainaut,CA
59363,Louvignies-Quesnoy,200004653,CC du Quercitain,CC
59364,Louvil,245900857,CC du Pays de Pévèle,CC
59365,Louvroil,245901087,CA Maubeuge Val de la Sambre,CA
59366,Lynde,245901178,CC de l'Houtland,CC
59367,Lys-lez-Lannoy,245900410,CU de Lille Métropole,CU
59368,La Madeleine,245900410,CU de Lille Métropole,CU
59369,Maing,245901160,CA de Valenciennes Métropole,CA
59370,Mairieux,245900956,CC du Nord Maubeuge,CC
59371,Le Maisnil,245900816,CC des Weppes,CC
59372,Malincourt,200030633,CC du Caudrésis et du Catésis,CC
59374,Marbaix,200030609,CC du Cœur de l'Avesnois,CC
59375,Marchiennes,245901152,CC Cœur d'Ostrevent,CC
59377,Marcoing,245900634,CA de Cambrai,CA
59378,Marcq-en-Baroeul,245900410,CU de Lille Métropole,CU
59379,Marcq-en-Ostrevent,245901228,CA du Douaisis,CA
59381,Maresches,200004653,CC du Quercitain,CC
59382,Maretz,200030633,CC du Caudrésis et du Catésis,CC
59383,Marly,245901160,CA de Valenciennes Métropole,CA
59384,Maroilles,245900782,CC de Mormal et Maroilles,CC
59385,Marpent,245901087,CA Maubeuge Val de la Sambre,CA
59386,Marquette-lez-Lille,245900410,CU de Lille Métropole,CU
59387,Marquette-en-Ostrevant,245901145,CA de la Porte du Hainaut,CA
59388,Marquillies,245900410,CU de Lille Métropole,CU
59389,Masnières,245900741,CC de la Vacquerie,CC
59390,Masny,245901152,CC Cœur d'Ostrevent,CC
59391,Mastaing,245901145,CA de la Porte du Hainaut,CA
59392,Maubeuge,245901087,CA Maubeuge Val de la Sambre,CA
59393,Maulde,245901145,CA de la Porte du Hainaut,CA
59394,Maurois,200030633,CC du Caudrésis et du Catésis,CC
59395,Mazinghien,200030633,CC du Caudrésis et du Catésis,CC
59396,Mecquignies,245900964,CC du Bavaisis,CC
59397,Merckeghem,245901111,CC de l'Yser,CC
59398,Mérignies,245900857,CC du Pays de Pévèle,CC
59399,Merris,245900667,CC Monts de Flandre - Plaine de la Lys,CC
59400,Merville,245900758,CC Flandre Lys,CC
59401,Méteren,245900998,CC Rurales des Monts de Flandre,CC
59402,Millam,245900840,CC de la Colme,CC
59403,Millonfosse,245901145,CA de la Porte du Hainaut,CA
59404,Les Moëres,245901004,CC de Flandre,CC
59405,Moeuvres,245900899,CC de l'Enclave,CC
59406,Monceau-Saint-Waast,245901087,CA Maubeuge Val de la Sambre,CA
59407,Monchaux-sur-Écaillon,245901160,CA de Valenciennes Métropole,CA
59408,Moncheaux,245900857,CC du Pays de Pévèle,CC
59409,Monchecourt,245901152,CC Cœur d'Ostrevent,CC
59410,Mons-en-Baroeul,245900410,CU de Lille Métropole,CU
59411,Mons-en-Pévèle,245900857,CC du Pays de Pévèle,CC
59412,Montay,200030633,CC du Caudrésis et du Catésis,CC
59413,Montigny-en-Cambrésis,200030633,CC du Caudrésis et du Catésis,CC
59414,Montigny-en-Ostrevent,245901152,CC Cœur d'Ostrevent,CC
59415,Montrécourt,245901038,CC du Pays du Solesmois,CC
59416,Morbecque,245901269,CC de la Voie Romaine,CC
59418,Mortagne-du-Nord,245901145,CA de la Porte du Hainaut,CA
59419,Mouchin,245900857,CC du Pays de Pévèle,CC
59420,Moustier-en-Fagne,245900824,CC Guide du Pays de Trélon,CC
59421,Mouvaux,245900410,CU de Lille Métropole,CU
59422,Naves,245900634,CA de Cambrai,CA
59423,Neuf-Berquin,245900667,CC Monts de Flandre - Plaine de la Lys,CC
59424,Neuf-Mesnil,245901087,CA Maubeuge Val de la Sambre,CA
59425,Neuville-en-Avesnois,200004653,CC du Quercitain,CC
59426,Neuville-en-Ferrain,245900410,CU de Lille Métropole,CU
59427,La Neuville,245900675,CC du Carembault,CC
59428,Neuville-Saint-Rémy,245900634,CA de Cambrai,CA
59429,Neuville-sur-Escaut,245901145,CA de la Porte du Hainaut,CA
59430,Neuvilly,200030633,CC du Caudrésis et du Catésis,CC
59431,Nieppe,245900667,CC Monts de Flandre - Plaine de la Lys,CC
59432,Niergnies,245900634,CA de Cambrai,CA
59433,Nieurlet,245901111,CC de l'Yser,CC
59434,Nivelle,245901145,CA de la Porte du Hainaut,CA
59435,Nomain,245901210,CC Espace en Pévèle,CC
59436,Noordpeene,245901103,CC du Pays de Cassel,CC
59437,Noyelles-lès-Seclin,245900410,CU de Lille Métropole,CU
59438,Noyelles-sur-Escaut,245900634,CA de Cambrai,CA
59439,Noyelles-sur-Sambre,200030609,CC du Cœur de l'Avesnois,CC
59440,Noyelles-sur-Selle,245901145,CA de la Porte du Hainaut,CA
59441,Obies,245900964,CC du Bavaisis,CC
59442,Obrechies,245901087,CA Maubeuge Val de la Sambre,CA
59443,Ochtezeele,245901103,CC du Pays de Cassel,CC
59444,Odomez,245901160,CA de Valenciennes Métropole,CA
59445,Ohain,245900824,CC Guide du Pays de Trélon,CC
59446,Oisy,245901145,CA de la Porte du Hainaut,CA
59447,Onnaing,245901160,CA de Valenciennes Métropole,CA
59448,Oost-Cappel,245901004,CC de Flandre,CC
59449,Orchies,245901194,CC du Cœur de Pévèle,CC
59450,Ors,200030633,CC du Caudrésis et du Catésis,CC
59451,Orsinval,200004653,CC du Quercitain,CC
59452,Ostricourt,245901202,CC du Sud Pévélois,CC
59453,Oudezeele,245901236,CC du Pays des Géants,CC
59454,Oxelaëre,245901103,CC du Pays de Cassel,CC
59455,Paillencourt,245900907,CC de Sensescaut,CC
59456,Pecquencourt,245901152,CC Cœur d'Ostrevent,CC
59457,Pérenchies,245900410,CU de Lille Métropole,CU
59458,Péronne-en-Mélantois,245900410,CU de Lille Métropole,CU
59459,Petite-Forêt,245901160,CA de Valenciennes Métropole,CA
59461,Petit-Fayt,200030609,CC du Cœur de l'Avesnois,CC
59462,Phalempin,245900675,CC du Carembault,CC
59463,Pitgam,245900170,CC du Canton de Bergues,CC
59464,Poix-du-Nord,200004653,CC du Quercitain,CC
59465,Pommereuil,200030633,CC du Caudrésis et du Catésis,CC
59466,Pont-à-Marcq,ZZZZZZZZZ,nd,nd
59467,Pont-sur-Sambre,245901087,CA Maubeuge Val de la Sambre,CA
59468,Potelle,200004653,CC du Quercitain,CC
59469,Pradelles,245900998,CC Rurales des Monts de Flandre,CC
59470,Prémesques,245900410,CU de Lille Métropole,CU
59471,Préseau,245901160,CA de Valenciennes Métropole,CA
59472,Preux-au-Bois,245900782,CC de Mormal et Maroilles,CC
59473,Preux-au-Sart,200004653,CC du Quercitain,CC
59474,Prisches,200030609,CC du Cœur de l'Avesnois,CC
59475,Prouvy,245901160,CA de Valenciennes Métropole,CA
59476,Proville,245900634,CA de Cambrai,CA
59477,Provin,245901061,CC de la Haute Deûle,CC
59478,Quaëdypre,245900170,CC du Canton de Bergues,CC
59479,Quarouble,245901160,CA de Valenciennes Métropole,CA
59480,Quérénaing,245901160,CA de Valenciennes Métropole,CA
59481,Le Quesnoy,200004653,CC du Quercitain,CC
59482,Quesnoy-sur-Deûle,245900410,CU de Lille Métropole,CU
59483,Quiévelon,245901087,CA Maubeuge Val de la Sambre,CA
59484,Quiévrechain,245901160,CA de Valenciennes Métropole,CA
59485,Quiévy,200030633,CC du Caudrésis et du Catésis,CC
59486,Râches,245901228,CA du Douaisis,CA
59487,Radinghem-en-Weppes,245900816,CC des Weppes,CC
59488,Raillencourt-Sainte-Olle,245900634,CA de Cambrai,CA
59489,Raimbeaucourt,245901228,CA du Douaisis,CA
59490,Rainsars,200030609,CC du Cœur de l'Avesnois,CC
59491,Raismes,245901145,CA de la Porte du Hainaut,CA
59492,Ramillies,245900907,CC de Sensescaut,CC
59493,Ramousies,200030609,CC du Cœur de l'Avesnois,CC
59494,Raucourt-au-Bois,200004653,CC du Quercitain,CC
59495,Recquignies,245901087,CA Maubeuge Val de la Sambre,CA
59496,Rejet-de-Beaulieu,200030633,CC du Caudrésis et du Catésis,CC
59497,Renescure,245901178,CC de l'Houtland,CC
59498,Reumont,200030633,CC du Caudrésis et du Catésis,CC
59499,Rexpoëde,245901004,CC de Flandre,CC
59500,Ribécourt-la-Tour,245900634,CA de Cambrai,CA
59501,Rieulay,245901152,CC Cœur d'Ostrevent,CC
59502,Rieux-en-Cambrésis,245900634,CA de Cambrai,CA
59503,Robersart,245900782,CC de Mormal et Maroilles,CC
59504,Roeulx,245901145,CA de la Porte du Hainaut,CA
59505,Rombies-et-Marchipont,245901160,CA de Valenciennes Métropole,CA
59506,Romeries,245901038,CC du Pays du Solesmois,CC
59507,Ronchin,245900410,CU de Lille Métropole,CU
59508,Roncq,245900410,CU de Lille Métropole,CU
59509,Roost-Warendin,245901228,CA du Douaisis,CA
59511,Rosult,245900808,CC Rurales de la Vallée de la Scarpe,CC
59512,Roubaix,245900410,CU de Lille Métropole,CU
59513,Roucourt,245901228,CA du Douaisis,CA
59514,Rousies,245901087,CA Maubeuge Val de la Sambre,CA
59515,Rouvignies,245901160,CA de Valenciennes Métropole,CA
59516,Rubrouck,245901103,CC du Pays de Cassel,CC
59517,Les Rues-des-Vignes,245900725,CC de la Vallée de Vinchy,CC
59518,Ruesnes,200004653,CC du Quercitain,CC
59519,Rumegies,245900808,CC Rurales de la Vallée de la Scarpe,CC
59520,Rumilly-en-Cambrésis,245900634,CA de Cambrai,CA
59521,Sailly-lez-Cambrai,245900634,CA de Cambrai,CA
59522,Sailly-lez-Lannoy,245900410,CU de Lille Métropole,CU
59523,Sainghin-en-Mélantois,245900410,CU de Lille Métropole,CU
59524,Sainghin-en-Weppes,245900410,CU de Lille Métropole,CU
59525,Sains-du-Nord,200030609,CC du Cœur de l'Avesnois,CC
59526,Saint-Amand-les-Eaux,245901145,CA de la Porte du Hainaut,CA
59527,Saint-André-lez-Lille,245900410,CU de Lille Métropole,CU
59528,Saint-Aubert,200030633,CC du Caudrésis et du Catésis,CC
59529,Saint-Aubin,200030609,CC du Cœur de l'Avesnois,CC
59530,Saint-Aybert,245901160,CA de Valenciennes Métropole,CA
59531,Saint-Benin,200030633,CC du Caudrésis et du Catésis,CC
59532,Saint-Georges-sur-l'Aa,245900428,CU de Dunkerque Grand Littoral,CU
59533,Saint-Hilaire-lez-Cambrai,200030633,CC du Caudrésis et du Catésis,CC
59534,Saint-Hilaire-sur-Helpe,200030609,CC du Cœur de l'Avesnois,CC
59535,Saint-Jans-Cappel,245900998,CC Rurales des Monts de Flandre,CC
59536,Sainte-Marie-Cappel,245901103,CC du Pays de Cassel,CC
59537,Saint-Martin-sur-Écaillon,245901038,CC du Pays du Solesmois,CC
59538,Saint-Momelin,245900840,CC de la Colme,CC
59539,Saint-Pierre-Brouck,245900840,CC de la Colme,CC
59541,Saint-Python,245901038,CC du Pays du Solesmois,CC
59542,Saint-Remy-Chaussée,245901020,CC Sambre - Avesnois,CC
59543,Saint-Remy-du-Nord,245901020,CC Sambre - Avesnois,CC
59544,Saint-Saulve,245901160,CA de Valenciennes Métropole,CA
59545,Saint-Souplet,200030633,CC du Caudrésis et du Catésis,CC
59546,Saint-Sylvestre-Cappel,245901236,CC du Pays des Géants,CC
59547,Saint-Vaast-en-Cambrésis,200030633,CC du Caudrésis et du Catésis,CC
59548,Saint-Waast,200004653,CC du Quercitain,CC
59549,Salesches,200004653,CC du Quercitain,CC
59550,Salomé,245900410,CU de Lille Métropole,CU
59551,Saméon,245901210,CC Espace en Pévèle,CC
59552,Sancourt,245900915,CC de l'Ouest Cambrésis,CC
59553,Santes,245900410,CU de Lille Métropole,CU
59554,Sars-et-Rosières,245900808,CC Rurales de la Vallée de la Scarpe,CC
59555,Sars-Poteries,200030609,CC du Cœur de l'Avesnois,CC
59556,Sassegnies,245901020,CC Sambre - Avesnois,CC
59557,Saultain,245901160,CA de Valenciennes Métropole,CA
59558,Saulzoir,245901038,CC du Pays du Solesmois,CC
59559,Sebourg,245901160,CA de Valenciennes Métropole,CA
59560,Seclin,245900410,CU de Lille Métropole,CU
59562,Sémeries,200030609,CC du Cœur de l'Avesnois,CC
59563,Semousies,200030609,CC du Cœur de l'Avesnois,CC
59564,La Sentinelle,245901145,CA de la Porte du Hainaut,CA
59565,Sepmeries,200004653,CC du Quercitain,CC
59566,Sequedin,245900410,CU de Lille Métropole,CU
59567,Séranvillers-Forenville,245900634,CA de Cambrai,CA
59568,Sercus,245901178,CC de l'Houtland,CC
59569,Sin-le-Noble,245901228,CA du Douaisis,CA
59570,Socx,245900170,CC du Canton de Bergues,CC
59571,Solesmes,245901038,CC du Pays du Solesmois,CC
59572,Solre-le-Château,200030609,CC du Cœur de l'Avesnois,CC
59573,Solrinnes,200030609,CC du Cœur de l'Avesnois,CC
59574,Somain,245901152,CC Cœur d'Ostrevent,CC
59575,Sommaing,245901038,CC du Pays du Solesmois,CC
59576,Spycker,245900428,CU de Dunkerque Grand Littoral,CU
59577,Staple,245901178,CC de l'Houtland,CC
59578,Steenbecque,245901269,CC de la Voie Romaine,CC
59579,Steene,245900170,CC du Canton de Bergues,CC
59580,Steenvoorde,245901236,CC du Pays des Géants,CC
59581,Steenwerck,245900667,CC Monts de Flandre - Plaine de la Lys,CC
59582,Strazeele,245900998,CC Rurales des Monts de Flandre,CC
59583,Taisnières-en-Thiérache,200030609,CC du Cœur de l'Avesnois,CC
59584,Taisnières-sur-Hon,245900964,CC du Bavaisis,CC
59585,Templemars,245900410,CU de Lille Métropole,CU
59586,Templeuve,245900857,CC du Pays de Pévèle,CC
59587,Terdeghem,245901236,CC du Pays des Géants,CC
59588,Téteghem,245900428,CU de Dunkerque Grand Littoral,CU
59589,Thiant,245901145,CA de la Porte du Hainaut,CA
59590,Thiennes,245901269,CC de la Voie Romaine,CC
59591,Thivencelle,245901160,CA de Valenciennes Métropole,CA
59592,Thumeries,245901202,CC du Sud Pévélois,CC
59593,Thun-l'Évêque,245900907,CC de Sensescaut,CC
59594,Thun-Saint-Amand,245900808,CC Rurales de la Vallée de la Scarpe,CC
59595,Thun-Saint-Martin,245900907,CC de Sensescaut,CC
59596,Tilloy-lez-Marchiennes,245901152,CC Cœur d'Ostrevent,CC
