CODGEO,LIBGEO,EPCI,LIBEPCI,NATURE_EPCI
25621,Villeneuve-d'Amont,242504488,CC Altitude 800,CC
25622,Villers-Buzon,242504421,CC du Val Saint Vitois,CC
25623,Villers-Chief,242504181,CC du Pays de Pierrefontaine Vercel,CC
25624,Villers-Grélot,242504439,CC de Vaîte-Aigremont,CC
25625,Villers-la-Combe,242504181,CC du Pays de Pierrefontaine Vercel,CC
25626,Villers-Saint-Martin,242504447,CC du Pays Baumois,CC
25627,Villers-sous-Chalamont,242504488,CC Altitude 800,CC
25628,Villers-sous-Montrond,242504207,CC du Pays d'Ornans,CC
25629,Voillans,242504447,CC du Pays Baumois,CC
25630,Voires,242504181,CC du Pays de Pierrefontaine Vercel,CC
25631,Vorges-les-Pins,242500361,CA du Grand Besançon,CA
25632,Voujeaucourt,242503886,CA du Pays de Montbéliard,CA
25633,Vuillafans,242504207,CC du Pays d'Ornans,CC
25634,Vuillecin,242500338,CC du Larmont,CC
25635,Vyt-lès-Belvoir,242504371,CC du Vallon de Sancey,CC
26001,Aix-en-Diois,242600534,CC du Diois,CC
26002,Albon,242600484,CC Rhône-Valloire,CC
26003,Aleyrac,242600492,CC le Pays de Dieulefit,CC
26004,Alixan,242600633,CC du Canton de Bourg de Péage,CC
26005,Allan,242600450,CA Montélimar-Sésame,CA
26006,Allex,242600252,CC du Val de Drôme,CC
26007,Ambonil,242600252,CC du Val de Drôme,CC
26008,Ancône,242600450,CA Montélimar-Sésame,CA
26009,Andancette,242600484,CC Rhône-Valloire,CC
26010,Anneyron,242600484,CC Rhône-Valloire,CC
26011,Aouste-sur-Sye,242600526,CC du Crestois,CC
26012,Arnayon,242600534,CC du Diois,CC
26013,Arpavon,242600591,CC du Val d'Eygues,CC
26014,Arthémonay,242600567,CC du Pays de l'Herbasse,CC
26015,Aubenasson,242600559,CC du Pays de Saillans,CC
26016,Aubres,242600591,CC du Val d'Eygues,CC
26017,Aucelon,242600534,CC du Diois,CC
26018,Aulan,242600641,CC des Hautes Baronnies,CC
26019,Aurel,242600559,CC du Pays de Saillans,CC
26020,La Répara-Auriples,242600252,CC du Val de Drôme,CC
26021,Autichamp,242600252,CC du Val de Drôme,CC
26022,Ballons,242600641,CC des Hautes Baronnies,CC
26023,Barbières,242600633,CC du Canton de Bourg de Péage,CC
26024,Barcelonne,200025161,CC de la Raye,CC
26025,Barnave,242600534,CC du Diois,CC
26026,Barret-de-Lioure,242600641,CC des Hautes Baronnies,CC
26027,Barsac,242600534,CC du Diois,CC
26028,Bathernay,242600567,CC du Pays de l'Herbasse,CC
26030,La Bâtie-des-Fonds,242600534,CC du Diois,CC
26031,La Bâtie-Rolland,242600450,CA Montélimar-Sésame,CA
26032,La Baume-Cornillane,200022762,CA Valence Agglo-Sud Rhône-Alpes,CA
26033,La Baume-de-Transit,ZZZZZZZZZ,nd,nd
26034,La Baume-d'Hostun,242600633,CC du Canton de Bourg de Péage,CC
26035,Beaufort-sur-Gervanne,242600252,CC du Val de Drôme,CC
26036,Beaumont-en-Diois,242600534,CC du Diois,CC
26037,Beaumont-lès-Valence,200022762,CA Valence Agglo-Sud Rhône-Alpes,CA
26038,Beaumont-Monteux,242600666,CC du Pays de l'Hermitage,CC
26039,Beauregard-Baret,242600633,CC du Canton de Bourg de Péage,CC
26040,Beaurières,242600534,CC du Diois,CC
26041,Beausemblant,242600484,CC Rhône-Valloire,CC
26042,Beauvallon,242600674,CC des Confluences Drôme Ardèche,CC
26043,Beauvoisin,242600575,CC du Pays du Buis les Baronnies,CC
26045,La Bégude-de-Mazenc,242600492,CC le Pays de Dieulefit,CC
26046,Bellecombe-Tarendol,242600575,CC du Pays du Buis les Baronnies,CC
26047,Bellegarde-en-Diois,242600534,CC du Diois,CC
26048,Bénivay-Ollon,242600575,CC du Pays du Buis les Baronnies,CC
26049,Bésayes,242600633,CC du Canton de Bourg de Péage,CC
26050,Bésignan,242600575,CC du Pays du Buis les Baronnies,CC
26051,Bézaudun-sur-Bîne,242600252,CC du Val de Drôme,CC
26052,Bonlieu-sur-Roubion,242600468,CC du Pays de Marsanne,CC
26054,Bouchet,ZZZZZZZZZ,nd,nd
26055,Boulc,242600534,CC du Diois,CC
26056,Bourdeaux,242600252,CC du Val de Drôme,CC
26057,Bourg-de-Péage,242600633,CC du Canton de Bourg de Péage,CC
26058,Bourg-lès-Valence,200022762,CA Valence Agglo-Sud Rhône-Alpes,CA
26059,Bouvante,242600583,CC le Pays de Royans,CC
26060,Bouvières,242600252,CC du Val de Drôme,CC
26061,Bren,242600567,CC du Pays de l'Herbasse,CC
26062,Brette,242600534,CC du Diois,CC
26063,Buis-les-Baronnies,242600575,CC du Pays du Buis les Baronnies,CC
26064,Chabeuil,200022762,CA Valence Agglo-Sud Rhône-Alpes,CA
26065,Chabrillan,242600252,CC du Val de Drôme,CC
26066,Le Chaffal,242600583,CC le Pays de Royans,CC
26067,Chalancon,242600534,CC du Diois,CC
26068,Le Chalon,242600609,CA du Pays de Romans,CA
26069,Chamaloc,242600534,CC du Diois,CC
26070,Chamaret,242600401,CC du Pays de Grignan,CC
26071,Chanos-Curson,242600666,CC du Pays de l'Hermitage,CC
26072,Chantemerle-les-Blés,242600666,CC du Pays de l'Hermitage,CC
26073,Chantemerle-lès-Grignan,242600401,CC du Pays de Grignan,CC
26074,La Chapelle-en-Vercors,242600542,CC du Vercors,CC
26075,La Charce,242600658,CC du Pays de Rémuzat,CC
26076,Charens,242600534,CC du Diois,CC
26077,Charmes-sur-l'Herbasse,242600567,CC du Pays de l'Herbasse,CC
26078,Charols,242600468,CC du Pays de Marsanne,CC
26079,Charpey,242600633,CC du Canton de Bourg de Péage,CC
26080,Chastel-Arnaud,242600559,CC du Pays de Saillans,CC
26081,Châteaudouble,200025161,CC de la Raye,CC
26082,Châteauneuf-de-Bordette,242600591,CC du Val d'Eygues,CC
26083,Châteauneuf-de-Galaure,242600690,CC la Galaure,CC
26084,Châteauneuf-sur-Isère,242600633,CC du Canton de Bourg de Péage,CC
26085,Châteauneuf-du-Rhône,242600450,CA Montélimar-Sésame,CA
26086,Châtillon-en-Diois,242600534,CC du Diois,CC
26087,Châtillon-Saint-Jean,242600609,CA du Pays de Romans,CA
26088,Chatuzange-le-Goubet,242600633,CC du Canton de Bourg de Péage,CC
26089,Chaudebonne,242600591,CC du Val d'Eygues,CC
26090,La Chaudière,242600559,CC du Pays de Saillans,CC
26091,Chauvac-Laux-Montaux,242600658,CC du Pays de Rémuzat,CC
26092,Chavannes,242600567,CC du Pays de l'Herbasse,CC
26093,Clansayes,ZZZZZZZZZ,nd,nd
26094,Claveyson,242600690,CC la Galaure,CC
26095,Cléon-d'Andran,242600468,CC du Pays de Marsanne,CC
26096,Clérieux,242600609,CA du Pays de Romans,CA
26097,Cliousclat,242600252,CC du Val de Drôme,CC
26098,Cobonne,242600252,CC du Val de Drôme,CC
26099,Colonzelle,242600401,CC du Pays de Grignan,CC
26100,Combovin,200025161,CC de la Raye,CC
26101,Comps,242600492,CC le Pays de Dieulefit,CC
26102,Condillac,242600468,CC du Pays de Marsanne,CC
26103,Condorcet,242600591,CC du Val d'Eygues,CC
26104,Cornillac,242600658,CC du Pays de Rémuzat,CC
26105,Cornillon-sur-l'Oule,242600658,CC du Pays de Rémuzat,CC
26106,La Coucourde,242600450,CA Montélimar-Sésame,CA
26107,Crépol,242600609,CA du Pays de Romans,CA
26108,Crest,ZZZZZZZZZ,nd,nd
26110,Crozes-Hermitage,242600666,CC du Pays de l'Hermitage,CC
26111,Crupies,242600252,CC du Val de Drôme,CC
26112,Curnier,242600591,CC du Val d'Eygues,CC
26113,Die,242600534,CC du Diois,CC
26114,Dieulefit,242600492,CC le Pays de Dieulefit,CC
26115,Divajeu,242600252,CC du Val de Drôme,CC
26116,Donzère,ZZZZZZZZZ,nd,nd
26117,Échevis,242600583,CC le Pays de Royans,CC
26118,Épinouze,242600484,CC Rhône-Valloire,CC
26119,Érôme,242600666,CC du Pays de l'Hermitage,CC
26121,Espeluche,242600450,CA Montélimar-Sésame,CA
26122,Espenel,242600559,CC du Pays de Saillans,CC
26123,Establet,242600534,CC du Diois,CC
26124,Étoile-sur-Rhône,242600674,CC des Confluences Drôme Ardèche,CC
26125,Eurre,242600252,CC du Val de Drôme,CC
26126,Eygalayes,240500322,CC du Canton de Ribiers Val de Méouge,CC
26127,Eygaliers,242600575,CC du Pays du Buis les Baronnies,CC
26128,Eygluy-Escoulin,242600252,CC du Val de Drôme,CC
26129,Eymeux,242600633,CC du Canton de Bourg de Péage,CC
26130,Eyroles,242600591,CC du Val d'Eygues,CC
26131,Eyzahut,242600492,CC le Pays de Dieulefit,CC
26133,Fay-le-Clos,242600690,CC la Galaure,CC
26134,Félines-sur-Rimandoule,242600252,CC du Val de Drôme,CC
26135,Ferrassières,ZZZZZZZZZ,nd,nd
26136,Val-Maravel,242600534,CC du Diois,CC
26137,Francillon-sur-Roubion,242600252,CC du Val de Drôme,CC
26138,La Garde-Adhémar,ZZZZZZZZZ,nd,nd
26139,Génissieux,242600609,CA du Pays de Romans,CA
26140,Geyssans,242600609,CA du Pays de Romans,CA
26141,Gigors-et-Lozeron,242600252,CC du Val de Drôme,CC
26142,Glandage,242600534,CC du Diois,CC
26143,Le Grand-Serre,200022911,CC les Quatre Collines,CC
26144,Grane,242600252,CC du Val de Drôme,CC
26145,Les Granges-Gontardes,ZZZZZZZZZ,nd,nd
26146,Grignan,ZZZZZZZZZ,nd,nd
26147,Gumiane,242600534,CC du Diois,CC
26148,Hauterives,200022911,CC les Quatre Collines,CC
26149,Hostun,242600633,CC du Canton de Bourg de Péage,CC
26150,Izon-la-Bruisse,242600641,CC des Hautes Baronnies,CC
26152,Jonchères,242600534,CC du Diois,CC
26153,Laborel,240500413,CC Interdépartementale des Baronnies,CC
26154,Lachau,240500322,CC du Canton de Ribiers Val de Méouge,CC
26155,Lapeyrouse-Mornay,242600484,CC Rhône-Valloire,CC
26156,Larnage,242600666,CC du Pays de l'Hermitage,CC
26157,La Laupie,242600468,CC du Pays de Marsanne,CC
26159,Laval-d'Aix,242600534,CC du Diois,CC
26160,Laveyron,242600625,CC les Deux Rives de la Région de Saint-Vallier,CC
26161,Lemps,242600658,CC du Pays de Rémuzat,CC
26162,Lens-Lestang,242600484,CC Rhône-Valloire,CC
26163,Léoncel,242600583,CC le Pays de Royans,CC
26164,Lesches-en-Diois,242600534,CC du Diois,CC
26165,Livron-sur-Drôme,242600252,CC du Val de Drôme,CC
26166,Loriol-sur-Drôme,242600252,CC du Val de Drôme,CC
26167,Luc-en-Diois,242600534,CC du Diois,CC
26168,Lus-la-Croix-Haute,242600534,CC du Diois,CC
26169,Malataverne,ZZZZZZZZZ,nd,nd
26170,Malissard,200022762,CA Valence Agglo-Sud Rhône-Alpes,CA
26171,Manas,242600468,CC du Pays de Marsanne,CC
26172,Manthes,242600484,CC Rhône-Valloire,CC
26173,Marches,242600633,CC du Canton de Bourg de Péage,CC
26174,Margès,242600567,CC du Pays de l'Herbasse,CC
26175,Marignac-en-Diois,242600534,CC du Diois,CC
26176,Marsanne,242600468,CC du Pays de Marsanne,CC
26177,Marsaz,242600567,CC du Pays de l'Herbasse,CC
26178,Menglon,242600534,CC du Diois,CC
26179,Mercurol,242600666,CC du Pays de l'Hermitage,CC
26180,Mérindol-les-Oliviers,242600575,CC du Pays du Buis les Baronnies,CC
26181,Mévouillon,242600641,CC des Hautes Baronnies,CC
26182,Mirabel-aux-Baronnies,242600591,CC du Val d'Eygues,CC
26183,Mirabel-et-Blacons,242600526,CC du Crestois,CC
26184,Miribel,242600609,CA du Pays de Romans,CA
26185,Mirmande,242600252,CC du Val de Drôme,CC
26186,Miscon,242600534,CC du Diois,CC
26187,Molières-Glandaz,242600534,CC du Diois,CC
26188,Mollans-sur-Ouvèze,242600575,CC du Pays du Buis les Baronnies,CC
26189,Montauban-sur-l'Ouvèze,242600641,CC des Hautes Baronnies,CC
26190,Montaulieu,242600591,CC du Val d'Eygues,CC
26191,Montboucher-sur-Jabron,242600450,CA Montélimar-Sésame,CA
26192,Montbrison-sur-Lez,242600401,CC du Pays de Grignan,CC
26193,Montbrun-les-Bains,242600641,CC des Hautes Baronnies,CC
26194,Montchenu,242600567,CC du Pays de l'Herbasse,CC
26195,Montclar-sur-Gervanne,242600252,CC du Val de Drôme,CC
26196,Montéléger,242600674,CC des Confluences Drôme Ardèche,CC
26197,Montélier,200022762,CA Valence Agglo-Sud Rhône-Alpes,CA
26198,Montélimar,242600450,CA Montélimar-Sésame,CA
26199,Montferrand-la-Fare,242600658,CC du Pays de Rémuzat,CC
26200,Montfroc,240400481,CC de la Vallée du Jabron,CC
26201,Montguers,242600575,CC du Pays du Buis les Baronnies,CC
26202,Montjoux,242600492,CC le Pays de Dieulefit,CC
26203,Montjoyer,242600401,CC du Pays de Grignan,CC
26204,Montlaur-en-Diois,242600534,CC du Diois,CC
26205,Montmaur-en-Diois,242600534,CC du Diois,CC
26206,Montmeyran,200022762,CA Valence Agglo-Sud Rhône-Alpes,CA
26207,Montmiral,242600609,CA du Pays de Romans,CA
26208,Montoison,242600252,CC du Val de Drôme,CC
26209,Montréal-les-Sources,242600658,CC du Pays de Rémuzat,CC
26210,Montrigaud,242600609,CA du Pays de Romans,CA
26211,Montségur-sur-Lauzon,242600401,CC du Pays de Grignan,CC
26212,Montvendre,200025161,CC de la Raye,CC
26213,Moras-en-Valloire,242600484,CC Rhône-Valloire,CC
26214,Mornans,242600252,CC du Val de Drôme,CC
26215,La Motte-Chalancon,242600534,CC du Diois,CC
26216,La Motte-de-Galaure,242600690,CC la Galaure,CC
26217,La Motte-Fanjas,242600583,CC le Pays de Royans,CC
26218,Mours-Saint-Eusèbe,242600609,CA du Pays de Romans,CA
26219,Mureils,242600690,CC la Galaure,CC
26220,Nyons,242600591,CC du Val d'Eygues,CC
26221,Omblèze,242600252,CC du Val de Drôme,CC
26222,Orcinas,242600492,CC le Pays de Dieulefit,CC
26223,Oriol-en-Royans,242600583,CC le Pays de Royans,CC
26224,Ourches,ZZZZZZZZZ,nd,nd
26225,Parnans,242600609,CA du Pays de Romans,CA
26226,Le Pègue,242600401,CC du Pays de Grignan,CC
26227,Pelonne,242600658,CC du Pays de Rémuzat,CC
26228,Pennes-le-Sec,242600534,CC du Diois,CC
26229,La Penne-sur-l'Ouvèze,242600575,CC du Pays du Buis les Baronnies,CC
26231,Peyrins,242600609,CA du Pays de Romans,CA
26232,Peyrus,200025161,CC de la Raye,CC
26233,Piégon,242600591,CC du Val d'Eygues,CC
26234,Piégros-la-Clastre,242600526,CC du Crestois,CC
26235,Pierrelatte,ZZZZZZZZZ,nd,nd
26236,Pierrelongue,242600575,CC du Pays du Buis les Baronnies,CC
26238,Les Pilles,242600591,CC du Val d'Eygues,CC
26239,Plaisians,242600575,CC du Pays du Buis les Baronnies,CC
26240,Plan-de-Baix,242600252,CC du Val de Drôme,CC
26241,Le Poët-Célard,242600252,CC du Val de Drôme,CC
26242,Le Poët-en-Percip,242600575,CC du Pays du Buis les Baronnies,CC
26243,Le Poët-Laval,242600492,CC le Pays de Dieulefit,CC
26244,Le Poët-Sigillat,242600591,CC du Val d'Eygues,CC
26245,Pommerol,ZZZZZZZZZ,nd,nd
26246,Ponet-et-Saint-Auban,242600534,CC du Diois,CC
26247,Ponsas,242600625,CC les Deux Rives de la Région de Saint-Vallier,CC
26248,Pontaix,242600534,CC du Diois,CC
26249,Pont-de-Barret,242600492,CC le Pays de Dieulefit,CC
26250,Pont-de-l'Isère,242600666,CC du Pays de l'Hermitage,CC
26251,Portes-en-Valdaine,242600450,CA Montélimar-Sésame,CA
26252,Portes-lès-Valence,200022762,CA Valence Agglo-Sud Rhône-Alpes,CA
26253,Poyols,242600534,CC du Diois,CC
26254,Pradelle,242600534,CC du Diois,CC
26255,Les Prés,242600534,CC du Diois,CC
26256,Propiac,242600575,CC du Pays du Buis les Baronnies,CC
26257,Puygiron,242600450,CA Montélimar-Sésame,CA
26258,Puy-Saint-Martin,242600252,CC du Val de Drôme,CC
26259,Ratières,242600690,CC la Galaure,CC
26261,Réauville,242600401,CC du Pays de Grignan,CC
26262,Recoubeau-Jansac,242600534,CC du Diois,CC
26263,Reilhanette,242600641,CC des Hautes Baronnies,CC
26264,Rémuzat,242600658,CC du Pays de Rémuzat,CC
26266,Rimon-et-Savel,242600559,CC du Pays de Saillans,CC
26267,Rioms,242600575,CC du Pays du Buis les Baronnies,CC
26268,Rochebaudin,242600492,CC le Pays de Dieulefit,CC
26269,Rochebrune,242600575,CC du Pays du Buis les Baronnies,CC
26270,Rochechinard,242600583,CC le Pays de Royans,CC
26271,La Roche-de-Glun,242600666,CC du Pays de l'Hermitage,CC
26272,Rochefort-en-Valdaine,242600450,CA Montélimar-Sésame,CA
26273,Rochefort-Samson,242600633,CC du Canton de Bourg de Péage,CC
26274,Rochefourchat,242600534,CC du Diois,CC
26275,Rochegude,ZZZZZZZZZ,nd,nd
26276,Roche-Saint-Secret-Béconne,242600492,CC le Pays de Dieulefit,CC
26277,La Roche-sur-Grane,242600252,CC du Val de Drôme,CC
26278,La Roche-sur-le-Buis,242600575,CC du Pays du Buis les Baronnies,CC
26279,La Rochette-du-Buis,242600575,CC du Pays du Buis les Baronnies,CC
26281,Romans-sur-Isère,242600609,CA du Pays de Romans,CA
26282,Romeyer,242600534,CC du Diois,CC
26283,Rottier,242600534,CC du Diois,CC
26284,Roussas,242600401,CC du Pays de Grignan,CC
26285,Rousset-les-Vignes,242600401,CC du Pays de Grignan,CC
26286,Roussieux,242600658,CC du Pays de Rémuzat,CC
26287,Roynac,242600468,CC du Pays de Marsanne,CC
26288,Sahune,242600591,CC du Val d'Eygues,CC
26289,Saillans,242600559,CC du Pays de Saillans,CC
26290,Saint-Agnan-en-Vercors,242600542,CC du Vercors,CC
26291,Saint-Andéol,242600534,CC du Diois,CC
26292,Saint-Auban-sur-l'Ouvèze,242600575,CC du Pays du Buis les Baronnies,CC
26293,Saint-Avit,242600690,CC la Galaure,CC
26294,Saint-Bardoux,242600609,CA du Pays de Romans,CA
26295,Saint-Barthélemy-de-Vals,242600625,CC les Deux Rives de la Région de Saint-Vallier,CC
26296,Saint-Benoit-en-Diois,242600559,CC du Pays de Saillans,CC
26297,Saint-Bonnet-de-Valclérieux,242600609,CA du Pays de Romans,CA
26298,Saint-Christophe-et-le-Laris,242600609,CA du Pays de Romans,CA
26299,Sainte-Croix,242600534,CC du Diois,CC
26300,Saint-Dizier-en-Diois,242600534,CC du Diois,CC
26301,Saint-Donat-sur-l'Herbasse,242600567,CC du Pays de l'Herbasse,CC
26302,Sainte-Eulalie-en-Royans,242600583,CC le Pays de Royans,CC
26303,Sainte-Euphémie-sur-Ouvèze,242600575,CC du Pays du Buis les Baronnies,CC
26304,Saint-Ferréol-Trente-Pas,242600591,CC du Val d'Eygues,CC
26305,Saint-Gervais-sur-Roubion,242600468,CC du Pays de Marsanne,CC
26306,Sainte-Jalle,242600591,CC du Val d'Eygues,CC
26307,Saint-Jean-en-Royans,242600583,CC le Pays de Royans,CC
26308,Saint-Julien-en-Quint,242600534,CC du Diois,CC
26309,Saint-Julien-en-Vercors,242600542,CC du Vercors,CC
26310,Saint-Laurent-d'Onay,242600609,CA du Pays de Romans,CA
26311,Saint-Laurent-en-Royans,242600583,CC le Pays de Royans,CC
26312,Saint-Marcel-lès-Sauzet,242600468,CC du Pays de Marsanne,CC
26313,Saint-Marcel-lès-Valence,200022762,CA Valence Agglo-Sud Rhône-Alpes,CA
26314,Saint-Martin-d'Août,200022911,CC les Quatre Collines,CC
26315,Saint-Martin-en-Vercors,242600542,CC du Vercors,CC
26316,Saint-Martin-le-Colonel,242600583,CC le Pays de Royans,CC
26317,Saint-Maurice-sur-Eygues,242600591,CC du Val d'Eygues,CC
26318,Saint-May,242600658,CC du Pays de Rémuzat,CC
26319,Saint-Michel-sur-Savasse,242600609,CA du Pays de Romans,CA
26320,Saint-Nazaire-en-Royans,242600583,CC le Pays de Royans,CC
26321,Saint-Nazaire-le-Désert,242600534,CC du Diois,CC
26322,Saint-Pantaléon-les-Vignes,242600401,CC du Pays de Grignan,CC
26323,Saint-Paul-lès-Romans,242600609,CA du Pays de Romans,CA
26324,Saint-Paul-Trois-Châteaux,ZZZZZZZZZ,nd,nd
26325,Saint-Rambert-d'Albon,242600484,CC Rhône-Valloire,CC
26326,Saint-Restitut,ZZZZZZZZZ,nd,nd
26327,Saint-Roman,242600534,CC du Diois,CC
26328,Saint-Sauveur-en-Diois,242600559,CC du Pays de Saillans,CC
26329,Saint-Sauveur-Gouvernet,242600575,CC du Pays du Buis les Baronnies,CC
26330,Saint-Sorlin-en-Valloire,242600484,CC Rhône-Valloire,CC
26331,Saint-Thomas-en-Royans,242600583,CC le Pays de Royans,CC
26332,Saint-Uze,242600690,CC la Galaure,CC
26333,Saint-Vallier,242600625,CC les Deux Rives de la Région de Saint-Vallier,CC
26334,Salettes,242600492,CC le Pays de Dieulefit,CC
26335,Salles-sous-Bois,242600401,CC du Pays de Grignan,CC
26336,Saou,242600252,CC du Val de Drôme,CC
26337,Saulce-sur-Rhône,242600450,CA Montélimar-Sésame,CA
26338,Sauzet,242600468,CC du Pays de Marsanne,CC
26339,Savasse,242600450,CA Montélimar-Sésame,CA
26340,Séderon,242600641,CC des Hautes Baronnies,CC
26341,Serves-sur-Rhône,242600666,CC du Pays de l'Hermitage,CC
26342,Solérieux,ZZZZZZZZZ,nd,nd
26343,Souspierre,242600492,CC le Pays de Dieulefit,CC
26344,Soyans,242600252,CC du Val de Drôme,CC
26345,Suze-la-Rousse,ZZZZZZZZZ,nd,nd
26346,Suze,242600252,CC du Val de Drôme,CC
26347,Tain-l'Hermitage,242600666,CC du Pays de l'Hermitage,CC
26348,Taulignan,242600401,CC du Pays de Grignan,CC
26349,Tersanne,200022911,CC les Quatre Collines,CC
26350,Teyssières,242600492,CC le Pays de Dieulefit,CC
26351,Les Tonils,242600252,CC du Val de Drôme,CC
26352,La Touche,242600450,CA Montélimar-Sésame,CA
26353,Les Tourrettes,242600450,CA Montélimar-Sésame,CA
26354,Treschenu-Creyers,242600534,CC du Diois,CC
26355,Triors,242600609,CA du Pays de Romans,CA
26356,Truinas,242600252,CC du Val de Drôme,CC
26357,Tulette,ZZZZZZZZZ,nd,nd
26358,Upie,200022762,CA Valence Agglo-Sud Rhône-Alpes,CA
26359,Vachères-en-Quint,242600534,CC du Diois,CC
26360,Valaurie,242600401,CC du Pays de Grignan,CC
26361,Valdrôme,242600534,CC du Diois,CC
26362,Valence,200022762,CA Valence Agglo-Sud Rhône-Alpes,CA
26363,Valouse,242600591,CC du Val d'Eygues,CC
26364,Vassieux-en-Vercors,242600542,CC du Vercors,CC
26365,Vaunaveys-la-Rochette,242600252,CC du Val de Drôme,CC
26366,Veaunes,242600666,CC du Pays de l'Hermitage,CC
26367,Venterol,242600591,CC du Val d'Eygues,CC
26368,Vercheny,242600559,CC du Pays de Saillans,CC
26369,Verclause,242600658,CC du Pays de Rémuzat,CC
26370,Vercoiran,242600575,CC du Pays du Buis les Baronnies,CC
26371,Véronne,242600559,CC du Pays de Saillans,CC
26372,Vers-sur-Méouge,242600641,CC des Hautes Baronnies,CC
26373,Vesc,242600492,CC le Pays de Dieulefit,CC
26374,Villebois-les-Pins,240500413,CC Interdépartementale des Baronnies,CC
